date,identifier,tweets
2021-11-09 21:37:21+00:00,c,"Watch Damien Courvalin, $GS' head of Energy within Commodities Research, discuss his views on potential buying opportunities within the commodities sector on @CNBCTheExchange. https://t.co/bZk8eqI8Nn"
2021-11-09 18:30:01+00:00,c,Discover Carbonomics and learn how we can achieve net-zero carbon. Our research models the net-zero cost curve across multiple industries: https://t.co/H8reQqTbq9 #GSsustainability https://t.co/fSWNiqy7YL
2021-11-08 19:00:02+00:00,c,"We salute our very own Vanya Kasanof, a managing director within our Investment Banking Division’s Consumer and Retail Group, who has been recognized as a 2021 Crain’s New York Notable Veteran Executive. 

Congratulations, Vanya! 

See the full list here: https://t.co/tUYOUqh071 https://t.co/ACGpta5FJr"
2021-11-07 16:00:10+00:00,c,.@Medtronic CEO @GeoffMartha discusses the medical innovations in the company’s pipeline: https://t.co/b9ACBgTfYF #TalksAtGS https://t.co/GBNTetOn8c
2021-11-05 16:00:00+00:00,c,"Watch Jan Hatzius, $GS' chief economist, discuss the latest jobs report on @CNBC: https://t.co/mNkfe2nSCW"
2021-11-05 15:00:06+00:00,c,"This week, we held a One Million Black Women listening session with Black women leaders from across Baltimore, including #10KSmallBiz grads. Thanks to everyone who joined us to discuss strategies to drive even greater opportunity for Black women in Baltimore! #BlackWomenImpact https://t.co/djwZmpsIw6"
2021-11-04 17:59:00+00:00,c,"Through our Neurodiversity Hiring Initiative, we're empowering a workplace where our people can realize their full potential and thrive as their authentic selves.

Meet Jake, an associate in our Global Markets Division, who joined the program this year: https://t.co/V8zm4bj7Gm"
2021-11-03 17:00:15+00:00,c,"Learn why pent-up consumer demand, high savings rates and strong wage growth are driving investment opportunities across the consumer retail sector: https://t.co/ZQdjRoebt6 https://t.co/UiI2TZ4Dke"
2021-11-03 13:00:11+00:00,c,.@LinkedIn Co-Founder Reid Hoffman talks about the characteristics he looks for in entrepreneurs: https://t.co/L4RjN5joWq #TalksAtGS https://t.co/20tzWFuPii
2021-11-02 18:36:00+00:00,c,"We are pleased to congratulate our newly promoted class of 643 managing directors. These appointments are a reflection of their contributions and excellent commitment to our business. 👏 

More details: https://t.co/AvppOZo4Na https://t.co/XvAwAzgezj"
2021-11-02 16:00:15+00:00,c,What’s driving investor interest in the consumer retail sector? $GS' Jennifer Davis and Vishaal Rana explain the factors behind the record-setting consumer retail IPOs: https://t.co/s8li775DpT https://t.co/WNBRsM9Ler
2021-11-02 13:09:58+00:00,c,"In partnership with @EchoingGreen, we are working to help accelerate the impact of Black women who are advancing solutions to address racial and gender equity in housing, education, healthcare and more. 

Apply for our 2022 Fellowship today: https://t.co/770T69LL3h https://t.co/G7Aco9CNhj"
2021-11-01 21:00:08+00:00,c,.@Medtronic CEO @GeoffMartha talks about how the company responded to the demand for ventilators at the start of the pandemic: https://t.co/1IFN3OapCD #TalksAtGS https://t.co/Fou8B16UOe
2021-11-01 19:10:54+00:00,c,"We’ve just launched Carbon Portfolio Analytics on Marquee—which measures a portfolio’s carbon emissions exposure, providing the tools needed to help make informed investment decisions toward achieving decarbonization goals. Learn more: https://t.co/rp8Jf9xQLN #GSSustainability https://t.co/RhYVEtePha"
2021-10-28 20:00:03+00:00,c,We surveyed our 2021 #intern class on everything from crypto to TikTok. Check out what’s top of mind for this generation as they enter the workforce! ☕ https://t.co/iRy5c5LbLh https://t.co/2pyZ5ud0mG
2021-10-28 19:00:02+00:00,c,"Hear from Kyle Williams and Kene Ejikeme, co-heads of the Goldman Sachs EMEA Black Network, who share a bit about their backgrounds and career paths, goals for the Network and how the firm is recognizing #BlackHistoryMonthUK: https://t.co/CRhIiGvhwD"
2021-10-28 17:00:10+00:00,c,Entrepreneur and @LinkedIn Co-Founder Reid Hoffman discusses the impact that technology can have on society: https://t.co/j8gVb3DEwO #TalksAtGS https://t.co/P55Gesv4zZ
2021-10-28 01:05:04+00:00,c,"Watch Andrew Tilton, $GS' chief Asia Pacific economist, discuss the inflation outlook across the region and the potential response from central banks on @CNBC: https://t.co/iSmMtfnMSq"
2021-10-27 21:00:26+00:00,c,"Vicki Tung was recently named our Global Head of Recruiting. Check out her Q&amp;A, where she shares her career path here at Goldman Sachs, what she’s focused on in her newly expanded role, and her best advice:
https://t.co/9zdbPx9wYp"
2021-10-27 17:00:09+00:00,c,Will Europe seize—or miss—the opportunity for increased Euro area integration and growth? Former PM of Italy and President of the EC Romano Prodi explains why he thinks the EU is past the point of existential danger: https://t.co/Zn2Q9Mkbs2 https://t.co/tmN7kQgFDD
2021-10-27 10:57:16+00:00,c,"Watch Hui Shan, $GS' chief China economist, discuss China’s industrial profits, inflation outlook and GDP on @BloombergTV: https://t.co/cCJZ5YJUcI https://t.co/1wxOJgMb0z"
2021-10-27 04:28:28+00:00,c,"今日は　#読書の日。何を読もうか迷ったらゴールドマン・サックスの #夏休み読書シリーズ を見てみませんか。
日本の経営陣が印象に残った本を紹介しています。https://t.co/hU59itDl9f https://t.co/UDhDfvGv6U"
2021-10-26 17:00:10+00:00,c,"Have recent fiscal shifts in Europe put the region on a path toward increased integration, higher growth, and better investor returns? Former ECB Chief Economist Otmar Issing explains why he is worried about the fiscal shifts and longer-term growth: https://t.co/PDwaUqdiF4 https://t.co/yIGatdHnSq"
2021-10-26 08:25:36+00:00,c,"Watch Goohoon Kwon, $GS' senior Asia economist, discuss the economic outlook for S. Korea, including trade, the impact of a slowing China and expectations for the central bank on @CNBC: https://t.co/QCej0pbmRw"
2021-10-25 07:10:39+00:00,c,"Watch Tim Moe, $GS' chief Asia Pacific equity strategist, discuss why there are still opportunities in Chinese equities despite signs that earnings may be under pressure on @BloombergTV: https://t.co/pcwSZmzVFC https://t.co/qhPZLmVL3f"
2021-10-22 09:34:10+00:00,c,"Watch Tim Moe, $GS' chief Asia Pacific equity strategist, highlight sectors of the Chinese equity market where policy is acting as a tailwind rather than headwind on @CNBC: https://t.co/btfZ4foQNa"
2021-10-21 04:13:37+00:00,c,"Watch Kenneth Ho, $GS' head of Asia credit strategy, on why investors need not be bearish across the board on China property sector debt on @CNBC: https://t.co/shaajvUI4Z"
2021-10-20 19:14:43+00:00,c,"Our people are our brand—and our growth wouldn’t be possible without them. We’re proud to be recognized as one of @Interbrand’s Top 100 Best Global Brands of 2021. Thank you to the incredible people at the firm who make it all happen!

See the full list: https://t.co/yMC8p2MPpm https://t.co/7CBHh8FFHC"
2021-10-20 17:00:10+00:00,c,$GS' Kim Posnett speaks with @mavenclinic’s @_KateRyder and @amperity’s Kabir Shahani about their paths as entrepreneurs from Goldman Sachs' Builders + Innovators Summit: https://t.co/q00cTtG3mp #GSInnovators https://t.co/UDZy5hUntI
2021-10-19 23:07:08+00:00,c,"Watch Zach Pandl, $GS' co-head of FX, Interest Rates, and Emerging Markets Research, discuss the outlook for commodity currencies, and why stagflation is unlikely to be on the horizon on @CNBC: https://t.co/ORoEn9LYgS https://t.co/rYVJ5trCaA"
2021-10-19 16:00:09+00:00,c,".@mavenclinic’s @_KateRyder and @amperity’s Kabir Shahani discuss the fundraising environment, digital transformation and reaching “unicorn” status with $GS' Kim Posnett: https://t.co/hpGN7zdKzV https://t.co/MReq5P8ITP"
2021-10-18 22:00:29+00:00,c,Our One Million Black Women partnership with @EchoingGreen will support Black women social innovators who are working to transform the futures of Black women and girls across the U.S. Read more about the Fellowship: https://t.co/XpeJcUbquz #BlackWomenImpact https://t.co/2cUGk8U9Ug
2021-10-18 16:06:54+00:00,c,Today we’re proud to announce a new One Million Black Women partnership with @EchoingGreen to invest in Black women social entrepreneurs and accelerate change through a new cohort of Fellows: https://t.co/Laldb4OZjt
2021-10-18 13:14:22+00:00,c,"Watch Hui Shan, $GS' chief China economist, discuss China’s Q3 GDP data and the outlook for the next quarter on @CNBC: https://t.co/r8xZU7u55b"
2021-10-16 13:00:10+00:00,c,.@BlackGirlsCode Founder and CEO Kimberly Bryant discusses the importance of teaching girls of color how to be leaders and entrepreneurs: https://t.co/awVZ5Lp01H #TalksAtGS https://t.co/1kcJxbQQtQ
2021-10-15 21:36:58+00:00,c,"And that’s a wrap, Builders + Innovators! Thank you to the brilliant entrepreneurs, to our leadership and various teams, and to the countless partners and individuals who made this year’s summit a big success. 💡 #GSInnovators https://t.co/GJhirJu9Q5"
2021-10-15 17:00:00+00:00,c,"Rob Fuentes, our head of Legal, Conflicts Resolution Group and Internal Audit Engineering, discusses his path to engineering, the innovative products he’s working on, and his passion to promote diversity as a leader at the firm. #HispanicHeritageMonth https://t.co/x6nmDO87Oe"
2021-10-15 12:29:37+00:00,c,Our Chairman and CEO David Solomon comments on $GS' 3Q 2021 earnings results: https://t.co/SBR86YeWxn https://t.co/kP9VEuBGDU
2021-10-15 12:29:35+00:00,c,$GS provides additional detail on 3Q 2021 earnings results. Press release and accompanying presentation available here: https://t.co/SBR86YeWxn https://t.co/22Be1zE6Zw
2021-10-15 12:29:33+00:00,c,"$GS announces 3Q 2021 revenues and earnings per share. View the full results, accompanying presentation and learn more on our 10:30AM ET conference call: https://t.co/SBR86YeWxn https://t.co/EV8rjcfnGw"
2021-10-14 20:15:53+00:00,c,REMINDER: $GS earnings will be released tomorrow on this account at 8:25AM ET. Check back here for the full release.
2021-10-14 19:27:54+00:00,c,We've partnered with @TheGoodrCo to donate surplus food to local nonprofit partners. #GSInnovators https://t.co/45J3r2equM
2021-10-14 19:09:42+00:00,c,"Big round of applause to Megan Hogan and Heather Von Zuben for being named to @ALPFA's list of 50 Most Powerful Latinas—which highlights the achievements of senior Latina executives. 👏 #HispanicHeritageMonth

See the full list of honorees: https://t.co/E9NJVqI2GZ https://t.co/K2HJ1JZhZZ"
2021-10-14 18:04:55+00:00,c,"Watch David Kostin, $GS' chief US equity strategist, discuss supply chain disruption and his forecast on next year’s earnings growth on @SquawkStreet. 

https://t.co/PehMPm9rT6"
2021-10-14 16:54:49+00:00,c,"Yesterday, we brought together some of the best and brightest—the established and emerging entrepreneurs of tomorrow. 🤝 Looking forward to our line-up for day two! #GSInnovators https://t.co/nWrS1vNHUq"
2021-10-14 15:54:29+00:00,c,Read our Global Research team’s latest work on Carbonomics here: https://t.co/RGzb9h50B7
2021-10-14 15:54:29+00:00,c,"Watch Hui Shan, $GS chief China economist, discuss the challenges on China’s journey to carbon neutrality on @BBCWorld.

https://t.co/nOUbkyo7le"
2021-10-14 15:00:12+00:00,c,"Small business owners’ sentiment dropped sharply as they deal with staffing, supply chain delays, and inflation. $GS' Allison Nathan speaks with three business owners about their experiences: https://t.co/AvsMcIE9tx https://t.co/G3CdRYmeQk"
2021-10-14 14:26:37+00:00,c,"Dan Dees, our Global Investment Banking Co-Head, joined @Bloomberg at our Builders + Innovators Summit to discuss the importance of investing in tech, the future of investing and more. 💡  #GSInnovators

Watch here: https://t.co/QVtFDKGBGv"
2021-10-14 13:03:19+00:00,c,"Watch Damien Courvalin, $GS' head of energy research, discuss the drivers of higher oil prices and challenges ahead for the transition to renewables on @CNBC.  https://t.co/xEq3h66ZI6"
2021-10-13 19:42:38+00:00,c,Hbd @marcus! 🎉 https://t.co/2RPww3Xd6b
2021-10-13 19:00:09+00:00,c,How are small businesses dealing with the latest stage of the pandemic? $GS' Allison Nathan speaks with three business owners about their experiences: https://t.co/NQex2c7BbB https://t.co/DMCs9qMiq0
2021-10-13 18:29:51+00:00,c,@emilychangtv @GreylockVC @reidhoffman @mavenclinic @_KateRyder @Clubhouse @pdavison @BloombergTV So excited for this lineup!
2021-10-13 17:32:50+00:00,c,We're stoked to be at this year's Builders + Innovators Summit in Sonoma County! Looking forward to an invigorating meeting of the minds. #GSInnovators https://t.co/PpkO1UOEna
2021-10-13 16:20:56+00:00,c,@UPchieve Go Leah! 👏
2021-10-13 15:00:09+00:00,c,.@SavageXFenty Co-President and Chief Merchant Christiane Pendarvis discusses what it’s like to work for @rihanna: https://t.co/n8c9OAn1zw #TalksAtGS https://t.co/bzqREqdm71
2021-10-13 12:30:00+00:00,c,"#GSEngineering is proud to partner with @AllStarCode, @GirlsWhoCode, and @KodeWithKlossy to bring STEM diversity to the industry. Check out how we spent the summer with our fantastic partners: https://t.co/0uUqDtxHhP"
2021-10-13 09:56:44+00:00,c,"Watch Goohoon Kwon, senior Asia economist at $GS, discuss supply chain bottlenecks, their impact on inflation and the outlook for regional trade on @BloombergTV: https://t.co/6xUUv6qXhA https://t.co/OEHsOSZwXl"
2021-10-12 19:30:00+00:00,c,"Check out our Q&amp;A with Adrian Jones, sponsor of our Disability Network—who shares his background and career path, goals for the Network and how we are recognizing #DisabilityAwarenessMonth at $GS. https://t.co/su4YsYQpFP"
